GOLD TO USD SPOT RATE FROM BLOOMBERG,,,,
2017-06-22,1246.48,1254.89,1245.38,1250.51
2017-06-21,1243.01,1247.91,1240.98,1246.48
2017-06-20,1243.84,1248.14,1241.4,1243.01
2017-06-19,1254.3,1255.77,1243.14,1243.84
2017-06-16,1253.98,1257.23,1251.89,1253.73
2017-06-15,1260.86,1266.69,1251.58,1253.98
2017-06-14,1266.55,1280.77,1257.28,1260.86
2017-06-13,1266.2,1269.03,1259.36,1266.55
2017-06-12,1267.46,1270.41,1263.71,1266.18
2017-06-09,1278.01,1282.1,1264.73,1266.76
2017-06-08,1287.15,1289.02,1271.43,1278.01
2017-06-07,1294.39,1295.22,1282.76,1287.15
2017-06-06,1279.8,1296.15,1279.54,1294.39
2017-06-05,1280.05,1283.51,1277.84,1279.8
2017-06-02,1265.94,1279.62,1259.18,1279.17
2017-06-01,1268.92,1270.4,1261.6,1265.96
2017-05-31,1263.09,1274.17,1259.68,1268.92
2017-05-30,1266.92,1270.6,1259.48,1263.09
2017-05-29,1268.43,1269.18,1265.12,1268.1
2017-05-26,1255.69,1269.55,1253.24,1266.76
2017-05-25,1258.73,1259.76,1253.93,1255.67
2017-05-24,1251.22,1259.17,1247.99,1258.73
2017-05-23,1260.65,1263.88,1250.56,1251.22
2017-05-22,1257.3,1262.68,1251.85,1260.63
2017-05-19,1246.83,1256.53,1246.4,1255.93
2017-05-18,1261.36,1265.08,1246.09,1247.07
2017-05-17,1237.48,1261.48,1236.55,1261.36
2017-05-16,1230.82,1239.19,1230.41,1237.24
2017-05-15,1228.43,1237.4,1227.02,1230.82
2017-05-12,1225.03,1231.82,1224.36,1228.43
2017-05-11,1219.1,1227.79,1216,1225.04
2017-05-10,1221.23,1225.74,1217.67,1219.1
2017-05-09,1226.22,1228.67,1214.39,1221.23
2017-05-08,1222.9,1236.63,1221.21,1226.23
2017-05-05,1228.16,1235.69,1226.21,1228.01
2017-05-04,1238.17,1241.37,1225.79,1228.16
2017-05-03,1256.76,1257.81,1236.03,1238.17
2017-05-02,1256.5,1257.89,1252.07,1256.76
2017-05-01,1268.43,1271.27,1254.29,1256.58
2017-04-28,1264.3,1268.99,1263.19,1268.28
2017-04-27,1269.23,1270.7,1261.34,1264.3
2017-04-26,1264.08,1270.67,1260.06,1269.22
2017-04-25,1276.31,1278.27,1261.69,1264.13
2017-04-24,1284.9,1284.99,1265.51,1276.31
2017-04-21,1281.9,1288.34,1278.58,1284.44
2017-04-20,1280.21,1283.52,1276.71,1281.9
2017-04-19,1289.74,1291.14,1274.27,1280.21
2017-04-18,1284.71,1292.4,1279.05,1289.76
2017-04-17,1290.3,1295.56,1281.45,1284.71
2017-04-14,1287.92,1290.59,1283.78,1285.69
2017-04-13,1286.78,1288.67,1281.92,1287.92
2017-04-12,1274.86,1286.87,1272.03,1286.78
2017-04-11,1254.68,1275.25,1253.18,1274.86
2017-04-10,1253.94,1257.2,1247.23,1254.68
2017-04-07,1251.7,1270.87,1250.68,1254.53
2017-04-06,1255.76,1259.01,1249.9,1251.7
2017-04-05,1256.28,1257.41,1243.81,1255.76
2017-04-04,1253.5,1261.34,1253.34,1256.28
2017-04-03,1250.14,1253.8,1244.58,1253.5
2017-03-31,1242.64,1250.67,1239.77,1249.2
2017-03-30,1253.33,1253.93,1242.51,1242.64
2017-03-29,1251.82,1254.78,1247.38,1253.45
2017-03-28,1254.86,1258.49,1247.76,1251.82
2017-03-27,1246.04,1261.08,1246.04,1254.86
2017-03-24,1245.2,1251.97,1241.04,1243.57
2017-03-23,1248.84,1253.28,1242.88,1245.2
2017-03-22,1244.81,1251.42,1243.14,1248.84
2017-03-21,1234.24,1247.65,1226.97,1244.81
2017-03-20,1229.36,1235.62,1229.21,1234.24
2017-03-17,1226.61,1231.74,1224.54,1229.26
2017-03-16,1219.88,1233.81,1218.19,1226.61
2017-03-15,1199.02,1222.09,1197.59,1219.88
2017-03-14,1204.3,1207.71,1197.42,1199.12
2017-03-13,1205.68,1211.3,1202.51,1204.3
2017-03-10,1201.2,1206.43,1195.08,1204.64
2017-03-09,1208.31,1209.09,1199.35,1201.24
2017-03-08,1215.86,1218.65,1206.73,1208.31
2017-03-07,1225.29,1227.27,1214.25,1215.86
2017-03-06,1233.74,1236.95,1224.99,1225.29
2017-03-03,1234.25,1236.34,1222.94,1234.81
2017-03-02,1249.69,1250.16,1231.06,1234.25
2017-03-01,1248.47,1250.73,1237.01,1249.69
2017-02-28,1252.73,1258.48,1247.74,1248.44
2017-02-27,1257.9,1263.94,1251.05,1252.73
2017-02-24,1249.48,1260.23,1247.86,1257.19
2017-02-23,1237.44,1251.22,1235.83,1249.56
2017-02-22,1235.88,1240.72,1231.29,1237.44
2017-02-21,1238.47,1239.06,1226.23,1235.74
2017-02-20,1235.25,1239.08,1232.85,1238.47
2017-02-17,1239.04,1243.88,1234.34,1234.6
2017-02-16,1233.7,1242.46,1232.21,1239.04
2017-02-15,1228.13,1233.76,1216.78,1233.7
2017-02-14,1225.26,1234.65,1221.98,1228.13
2017-02-13,1232.9,1233.17,1219.42,1225.26
2017-02-10,1228.36,1237.23,1221.78,1233.62
2017-02-09,1241.53,1244.59,1225.69,1228.36
2017-02-08,1233.85,1244.8,1230.15,1241.53
2017-02-07,1235.53,1235.82,1227.8,1233.85
2017-02-06,1220.35,1235.7,1219.27,1235.53
2017-02-03,1215.96,1221.52,1207.29,1220.3
2017-02-02,1209.84,1225.39,1208.53,1215.96
2017-02-01,1210.72,1213.32,1198.24,1209.84
2017-01-31,1195.7,1215.46,1193.84,1210.72
2017-01-30,1192.95,1199.52,1188.33,1195.7
2017-01-27,1188.5,1191.69,1180.66,1191.2
2017-01-26,1200.69,1202.77,1184.52,1188.5
2017-01-25,1208.94,1209.85,1193.38,1200.69
2017-01-24,1218.23,1220.26,1206.73,1208.94
2017-01-23,1209.74,1219.55,1209.39,1218.23
2017-01-20,1204.85,1214.88,1198.68,1210.32
2017-01-19,1204.23,1206.65,1195.95,1204.85
2017-01-18,1217.07,1217.93,1202.48,1204.3
2017-01-17,1202.75,1218.92,1202.53,1217.07
2017-01-16,1197.21,1208.72,1196.86,1202.73
2017-01-13,1195.43,1200.83,1187.94,1197.34
2017-01-12,1191.62,1207.07,1190.84,1195.43
2017-01-11,1187.88,1198.4,1177.28,1191.62
2017-01-10,1181.1,1190.65,1180.29,1187.88
2017-01-09,1172.66,1186.24,1172.02,1181.1
2017-01-06,1180.12,1182.76,1171.05,1172.63
2017-01-05,1163.65,1185.14,1163.1,1180.12
2017-01-04,1158.84,1168.03,1156.3,1163.65
2017-01-03,1150.59,1164.5,1146.17,1158.84
2016-12-30,1158.05,1163.34,1147.36,1147.5
2016-12-29,1141.67,1159.48,1141.64,1158.19
2016-12-28,1138.78,1144.56,1136.47,1141.67
2016-12-27,1133.95,1150.75,1131.78,1138.78
2016-12-23,1128.38,1135.84,1128.14,1133.3
2016-12-22,1131.61,1134.17,1127.9,1128.38
2016-12-21,1132.35,1137.22,1129.49,1131.61
2016-12-20,1138.21,1139.84,1125.87,1132.35
2016-12-19,1133.95,1142.44,1133.93,1138.21
2016-12-16,1128.5,1141.38,1126.1,1134.88
2016-12-15,1142.98,1146.1,1122.89,1128.5
2016-12-14,1158.54,1165.28,1139.48,1142.95
2016-12-13,1162.22,1165.09,1154.69,1158.54
2016-12-12,1159.28,1165.92,1151.44,1162.22
2016-12-09,1170.78,1172.16,1156.45,1159.86
2016-12-08,1173.98,1178.79,1169.29,1170.78
2016-12-07,1169.85,1180.32,1165.76,1173.98
2016-12-06,1170.31,1175.42,1167.03,1169.85
2016-12-05,1181.19,1188.18,1157.26,1170.38
2016-12-02,1171.69,1178.13,1164.92,1177.43
2016-12-01,1173.21,1176.82,1160.8,1171.69
2016-11-30,1188.45,1195.02,1170.78,1173.2
2016-11-29,1194,1195.28,1181.15,1188.31
2016-11-28,1184.77,1197.72,1182.95,1194
2016-11-25,1181.67,1193.33,1171.18,1183.56
2016-11-24,1188.32,1190.98,1180.38,1181.67
2016-11-23,1212.39,1215.06,1181.84,1188.32
2016-11-22,1214.23,1221.16,1206.21,1212.32
2016-11-21,1206.36,1217.76,1205.73,1214.23
2016-11-18,1216.42,1217.94,1202.96,1207.89
2016-11-17,1224.99,1231.52,1211.13,1216.42
2016-11-16,1228.73,1233.18,1221.55,1224.99
2016-11-15,1221.35,1231.65,1219,1228.73
2016-11-14,1228.14,1231.38,1211.68,1221.35
2016-11-11,1259.06,1265.49,1219.25,1227.64
2016-11-10,1277.98,1292.34,1252.44,1259.2
2016-11-09,1275.68,1337.38,1268.3,1277.98
2016-11-08,1281.64,1290.76,1272.95,1275.68
2016-11-07,1290.06,1295.9,1278.23,1281.64
2016-11-04,1302.68,1307.25,1294.86,1305.06
2016-11-03,1296.81,1306.87,1285.75,1302.7
2016-11-02,1288.32,1308.02,1287.46,1296.81
2016-11-01,1277.21,1291.98,1275.64,1288.2
2016-10-31,1277.97,1279.65,1271.29,1277.21
2016-10-28,1268.4,1284.2,1262.02,1275.47
2016-10-27,1267.1,1272.83,1265.05,1268.4
2016-10-26,1274.08,1276.57,1264.79,1267.1
2016-10-25,1264.44,1276.78,1262.12,1273.87
2016-10-24,1265.9,1272.01,1260.48,1264.44
2016-10-21,1265.76,1268.08,1261.26,1266.46
2016-10-20,1269.23,1274.57,1264.95,1265.76
2016-10-19,1262.5,1273.45,1260.37,1269.23
2016-10-18,1255.84,1264.77,1255.17,1262.5
2016-10-17,1251.62,1257.3,1250.43,1255.85
2016-10-14,1258.06,1259.52,1246.21,1251.03
2016-10-13,1255.25,1262.39,1253.19,1258.09
2016-10-12,1252.71,1258.93,1249.84,1255.25
2016-10-11,1259.65,1262.29,1252.7,1252.8
2016-10-10,1257.07,1265.02,1256.72,1259.65
2016-10-07,1254.38,1265.48,1241.51,1257.08
2016-10-06,1266.85,1269.56,1249.94,1254.38
2016-10-05,1268.36,1277.2,1262.22,1266.85
2016-10-04,1311.6,1313.12,1267.08,1268.44
2016-10-03,1318.15,1319.69,1309.35,1311.6
2016-09-30,1320.37,1328.19,1313.31,1315.87
2016-09-29,1321.54,1325.96,1316.18,1320.37
2016-09-28,1327.35,1327.65,1318.06,1321.54
2016-09-27,1337.95,1339.68,1324.68,1327.32
2016-09-26,1337.23,1342.19,1332.81,1337.95
2016-09-23,1337.36,1340.71,1333.91,1337.56
2016-09-22,1335.17,1343.72,1331.33,1337.07
2016-09-21,1314.87,1337.06,1307.88,1335.17
2016-09-20,1313.13,1318,1312.08,1314.84
2016-09-19,1311.23,1318.56,1309.56,1313.19
2016-09-16,1314.75,1318.17,1306.27,1310.35
2016-09-15,1322.94,1328.71,1309.4,1314.75
2016-09-14,1319.03,1326.08,1314.24,1322.94
2016-09-13,1327.82,1332.15,1315.76,1319.05
2016-09-12,1328.3,1330.35,1320.85,1327.82
2016-09-09,1338.3,1339.66,1327.65,1327.83
2016-09-08,1345.01,1349.51,1335.5,1338.3
2016-09-07,1350,1352.74,1342.8,1345.18
2016-09-06,1327.37,1352.66,1325.02,1350
2016-09-05,1324.39,1328.69,1321.91,1327.08
2016-09-02,1313.89,1330.2,1304.83,1325.21
2016-09-01,1308.97,1315.25,1302.56,1313.89
2016-08-31,1311.11,1316.22,1304.29,1308.97
2016-08-30,1323.33,1325.59,1309.34,1311.11
2016-08-29,1320.8,1325.24,1314.99,1323.38
2016-08-26,1321.97,1342.36,1318.47,1321.18
2016-08-25,1324.14,1327.13,1318.18,1321.97
2016-08-24,1337.56,1340.24,1323.86,1324.13
2016-08-23,1339.04,1344.83,1335.24,1337.56
2016-08-22,1341.36,1341.36,1331.82,1339.09
2016-08-19,1352.46,1352.99,1337.88,1341.47
2016-08-18,1348.73,1356.18,1346.19,1352.36
2016-08-17,1346.09,1351.79,1337.4,1348.73
2016-08-16,1339.4,1358.21,1339.26,1346.24
2016-08-15,1337.89,1343.95,1335.8,1339.4
2016-08-12,1338.78,1356.29,1333.37,1335.97
2016-08-11,1346.52,1353.45,1335.86,1338.78
2016-08-10,1340.73,1357.37,1340.19,1346.61
2016-08-09,1335.31,1342.75,1330.67,1340.73
2016-08-08,1335.14,1338.33,1330,1335.31
2016-08-05,1361.15,1364.8,1334.87,1336
2016-08-04,1358.18,1365.13,1349.24,1361.15
2016-08-03,1363.88,1366.59,1354.29,1358.18
2016-08-02,1353.15,1367.34,1347.14,1363.57
2016-08-01,1350.39,1354.94,1346.45,1353.15
2016-07-29,1335.75,1355.11,1328.65,1351.28
2016-07-28,1339.38,1345.7,1332.6,1335.75
2016-07-27,1320.26,1342.52,1315.93,1340.08
2016-07-26,1315.6,1324.56,1313.8,1320.26
2016-07-25,1322.73,1323.81,1312.36,1315.6
2016-07-22,1331.15,1333.92,1319.77,1322.73
2016-07-21,1316.05,1333.97,1310.85,1331.43
2016-07-20,1332.01,1338.4,1312.74,1316.06
2016-07-19,1328.85,1335.13,1325.69,1332.01
2016-07-18,1332.45,1335.61,1323.55,1328.85
2016-07-15,1335.23,1339.15,1322.61,1337.45
2016-07-14,1342.65,1347.27,1320.35,1335.23
2016-07-13,1333.05,1345.41,1327.61,1342.64
2016-07-12,1355.38,1357.86,1330.41,1333.1
2016-07-11,1369.7,1375.34,1350.9,1355.4
2016-07-08,1360.45,1370.39,1335.47,1366.33
2016-07-07,1363.78,1370.91,1350.89,1360.45
2016-07-06,1356.45,1375.28,1356.15,1363.78
2016-07-05,1350.79,1357.75,1338.22,1356.45
2016-07-04,1341.85,1357.63,1337.21,1350.79
2016-07-01,1321.9,1344.52,1320.64,1341.35
2016-06-30,1319.07,1324.13,1312.95,1321.9
2016-06-29,1311.77,1327.99,1310.85,1319.15
2016-06-28,1324.6,1326.27,1305.6,1311.79
2016-06-27,1323.21,1335.55,1317.67,1324.6
2016-06-24,1256.84,1358.54,1250.89,1315.75
2016-06-23,1266.2,1272.04,1255.37,1256.84
2016-06-22,1268.11,1270.83,1261.27,1266.22
2016-06-21,1290.22,1294.02,1264.64,1268.12
2016-06-20,1290.5,1292.37,1278.1,1289.9
2016-06-17,1278.44,1299.75,1276.67,1298.65
2016-06-16,1291.72,1315.71,1277.31,1278.43
2016-06-15,1285.71,1296.92,1278.55,1291.75
2016-06-14,1283.86,1289.97,1276.27,1285.72
2016-06-13,1275.59,1287.31,1272.56,1283.86
2016-06-10,1269.8,1278.21,1264.71,1274.24
2016-06-09,1262.8,1271.8,1256.91,1269.8
2016-06-08,1243.81,1264.5,1243.16,1262.8
2016-06-07,1245.33,1246.7,1234.85,1243.81
2016-06-06,1244.39,1248.85,1240.07,1245.34
2016-06-03,1211,1245.09,1207.11,1244.2
2016-06-02,1212.98,1217.77,1209.93,1211
2016-06-01,1215.32,1220.56,1206.11,1212.98
2016-05-31,1204.95,1218.37,1204.9,1215.32
2016-05-30,1213.2,1213.65,1199.8,1204.95
2016-05-27,1219.93,1223.69,1206.94,1212.38
2016-05-26,1224.38,1234.36,1218.38,1219.8
2016-05-25,1227.21,1230.3,1217.93,1224.41
2016-05-24,1249.1,1252.34,1226.39,1227.21
2016-05-23,1250.27,1256.24,1243.25,1249.13
2016-05-20,1254.75,1260.37,1248.91,1251.98
2016-05-19,1258.5,1261.35,1243.9,1254.75
2016-05-18,1278.94,1281.6,1255.23,1258.5
2016-05-17,1273.97,1282.35,1269.1,1278.95
2016-05-16,1273.05,1288.83,1271.11,1274.16
2016-05-13,1263.65,1276.43,1263.01,1273.45
2016-05-12,1277.21,1281,1261.84,1263.68
2016-05-11,1265.82,1279.23,1264.9,1277.21
2016-05-10,1263.5,1270.2,1256.96,1265.84
2016-05-09,1285.95,1287.65,1261.41,1263.88
2016-05-06,1277.72,1295.73,1274.57,1288.99
2016-05-05,1279.67,1286.59,1268.99,1277.74
2016-05-04,1286.53,1289.73,1271.93,1279.68
2016-05-03,1291.52,1301.89,1282.27,1286.5
2016-05-02,1293,1303.82,1287.76,1291.55
2016-04-29,1266.26,1296.85,1265.15,1293.53
2016-04-28,1245.83,1269.75,1237.84,1266.26
2016-04-27,1243.4,1252.83,1240.34,1245.83
2016-04-26,1237.97,1245.01,1231.41,1243.4
2016-04-25,1232.75,1242.39,1230.14,1237.97
2016-04-22,1248.05,1252.67,1227.51,1233.03
2016-04-21,1244.2,1270.38,1243.04,1248.05
2016-04-20,1250.19,1258.13,1242.51,1244.25
2016-04-19,1232.44,1256.72,1227.74,1250.19
2016-04-18,1236.73,1241.74,1230.23,1232.49
2016-04-15,1227.89,1236.02,1225.37,1233.99
2016-04-14,1242.47,1244.2,1223.95,1227.89
2016-04-13,1255.1,1256.83,1239.91,1242.47
2016-04-12,1257.88,1262.79,1251.27,1255.63
2016-04-11,1240.25,1258.85,1240.02,1257.88
2016-04-08,1240.48,1242.88,1229.74,1240.69
2016-04-07,1222.45,1243.34,1222.42,1240.45
2016-04-06,1231.15,1232.37,1217.17,1222.47
2016-04-05,1215.53,1236.87,1214.94,1231.35
2016-04-04,1218.7,1222.74,1214.75,1215.43
2016-04-01,1232.72,1235.43,1209.05,1222.6
2016-03-31,1225.02,1240.56,1223.92,1232.75
2016-03-30,1242.2,1244.26,1223.34,1225.02
2016-03-29,1221.7,1243.14,1215.4,1242.2
2016-03-28,1214.7,1223.22,1208.38,1221.71
2016-03-25,1216.81,1217.1,1216.81,1217.05
2016-03-24,1220.13,1223.87,1212.24,1216.82
2016-03-23,1248.32,1249.51,1215.43,1220.11
2016-03-22,1243.8,1260.34,1242.45,1248.32
2016-03-21,1254.6,1256.1,1240.73,1243.75
2016-03-18,1257.97,1267.01,1247.97,1255.4
2016-03-17,1262.57,1271.08,1254.56,1257.97
2016-03-16,1232.38,1264.06,1226.81,1262.57
2016-03-15,1235.27,1238.21,1225.77,1232.38
2016-03-14,1250.94,1261.16,1229.44,1235.27
2016-03-11,1272.25,1284.64,1248.42,1249.45
2016-03-10,1253.23,1273.48,1237.15,1272.25
2016-03-09,1261.4,1265.01,1243.05,1253.23
2016-03-08,1267.35,1278.2,1260.37,1261.44
2016-03-07,1259.3,1273.26,1256.83,1267.33
2016-03-04,1264.25,1279.88,1250.61,1258.95
2016-03-03,1239.98,1268.34,1237.54,1264.25
2016-03-02,1232.15,1244.18,1224.87,1239.98
2016-03-01,1238.67,1248.67,1227.23,1232.15
2016-02-29,1222.59,1241.26,1216.14,1238.67
2016-02-26,1233.32,1240.47,1211.62,1223.46
2016-02-25,1228.75,1242.9,1221.24,1232.91
2016-02-24,1226.9,1253.39,1221.96,1228.75
2016-02-23,1208.63,1228.41,1207.2,1226.85
2016-02-22,1226.52,1226.52,1202.05,1208.63
2016-02-19,1230.87,1234.66,1220.09,1226.8
2016-02-18,1208.5,1240.02,1200.89,1230.87
2016-02-17,1200.45,1213.91,1195.83,1208.5
2016-02-16,1209.3,1217.08,1191.02,1200.44
2016-02-15,1237.49,1237.49,1202.37,1209.3
2016-02-12,1246.7,1248.42,1232.56,1237.97
2016-02-11,1197.12,1263.48,1196.05,1246.7
2016-02-10,1189.08,1197.8,1181.63,1197.12
2016-02-09,1189.23,1199,1185.81,1189.13
2016-02-08,1171.26,1200.97,1164.3,1189.23
2016-02-05,1155.59,1174.69,1145.36,1173.4
2016-02-04,1142.63,1157.5,1139.67,1155.59
2016-02-03,1129.06,1145.67,1124.49,1142.63
2016-02-02,1128.41,1131.08,1122.45,1129.01
2016-02-01,1117.94,1129.9,1115.79,1128.41
2016-01-29,1115.33,1118.56,1108.45,1118.21
2016-01-28,1124.97,1126.05,1111.63,1115.33
2016-01-27,1119.91,1128.16,1115,1124.97
2016-01-26,1108.1,1123.06,1107.1,1119.91
2016-01-25,1097.73,1109.03,1097.35,1107.9
2016-01-22,1101.73,1102.95,1094.19,1097.95
2016-01-21,1100.92,1104.67,1092.53,1101.2
2016-01-20,1087.05,1109.72,1087.05,1100.92
2016-01-19,1089.18,1094.65,1082.65,1087.41
2016-01-18,1089.48,1093.46,1087.67,1089.68
2016-01-15,1078.45,1097.45,1076.37,1088.88
2016-01-14,1093.6,1095.39,1071.57,1078.38
2016-01-13,1086.55,1095.44,1079.94,1093.59
2016-01-12,1094.2,1099.36,1083.57,1086.56
2016-01-11,1103.95,1108.65,1093.81,1094.2
2016-01-08,1108.97,1113.08,1092.82,1104.15
2016-01-07,1093.67,1110.22,1091.52,1108.97
2016-01-06,1077.68,1095.28,1075.12,1093.67
2016-01-05,1074.61,1082.14,1072.8,1077.68
2016-01-04,1062.71,1083.59,1061.94,1074.61
2015-12-31,1061.5,1063.63,1058.36,1061.1
2015-12-30,1069.11,1072.27,1059.52,1061.44
2015-12-29,1069.08,1075.4,1067.62,1069.11
2015-12-28,1075.94,1077.16,1066.6,1069.08
2015-12-24,1070.47,1077.3,1070.16,1076.1
2015-12-23,1072.55,1075.59,1068.38,1070.5
2015-12-22,1078.4,1080.84,1071.84,1072.43
2015-12-21,1066.08,1081.81,1064,1078.4
2015-12-18,1051.1,1071.75,1050.98,1066.25
2015-12-17,1072.32,1073.98,1047.79,1051.1
2015-12-16,1061.2,1078.43,1061.08,1072.32
2015-12-15,1060.5,1068.75,1059.05,1061.22
2015-12-14,1073.5,1077.63,1058.95,1059.86
2015-12-11,1071.56,1079.66,1062.57,1074.77
2015-12-10,1072.78,1076.56,1069.53,1071.58
2015-12-09,1074.95,1085.49,1069.48,1072.78
2015-12-08,1071.32,1079.26,1067.75,1074.96
2015-12-07,1085.98,1086.77,1066.57,1071.34
2015-12-04,1062.18,1088.93,1058.32,1086.44
2015-12-03,1053.7,1065.55,1046.44,1062.11
2015-12-02,1069.3,1071.66,1050.76,1053.7
2015-12-01,1064.72,1074.76,1063.41,1069.29
2015-11-30,1058.8,1069.85,1053.29,1064.77
2015-11-27,1072.2,1073.95,1052.83,1057.45
2015-11-26,1071.3,1074.96,1069.85,1072.33
2015-11-25,1075.6,1080.95,1067.95,1071.12
2015-11-24,1069.17,1081.19,1069.05,1075.65
2015-11-23,1078.65,1078.65,1066.87,1069.18
2015-11-20,1082.2,1088.17,1075.97,1078.01
2015-11-19,1070.7,1087.46,1069.72,1082.21
2015-11-18,1070.3,1075.39,1064.55,1070.73
2015-11-17,1082.76,1085.28,1065.6,1070.3
2015-11-16,1084.76,1098.24,1081.49,1082.76
2015-11-13,1085.21,1088.76,1079.79,1083.91
2015-11-12,1086.27,1089.69,1074.25,1085.2
2015-11-11,1089.67,1094.05,1084.28,1086.26
2015-11-10,1092.31,1094.96,1085.44,1089.67
2015-11-09,1090.02,1095.8,1088.5,1092.31
2015-11-06,1103.91,1110.56,1085.56,1089.8
2015-11-05,1107.92,1111.62,1103.11,1103.92
2015-11-04,1117.79,1122.95,1106.53,1107.9
2015-11-03,1133.84,1138.4,1114.56,1117.79
2015-11-02,1141.95,1143.13,1132.77,1133.84
2015-10-30,1145.95,1150.16,1139.28,1142.11
2015-10-29,1156.1,1162.81,1144.8,1145.97
2015-10-28,1166.89,1183.02,1152.44,1156.1
2015-10-27,1163.04,1168.84,1160.91,1166.88
2015-10-26,1163.49,1169.79,1162.25,1163.04
2015-10-23,1166.03,1179.48,1159.05,1164.45
2015-10-22,1167.18,1171.9,1162.86,1166.05
2015-10-21,1176.04,1179.35,1163.75,1167.18
2015-10-20,1170.76,1180.89,1167.49,1176.04
2015-10-19,1176.52,1178.29,1168.71,1170.79